"Name","Team","ISO","BABIP","GB/FB","wOBA","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","EV","LA","Barrel%","HardHit%","WAR","playerid"
"Brian Anderson","Marlins",".207",".305","1.28",".342","114","34.8%","65.9%","47.5%","58.7%","87.1%","74.9%","11.9%","38.2%","32.8%","29.0%","19.5%","36.2%","44.3%","89.9","11.2","7.8%","46.0%","3.1","18289"
"Eric Sogard","- - -",".167",".316","0.76",".342","114","26.5%","55.7%","38.8%","83.1%","93.2%","89.3%","4.2%","36.0%","36.3%","27.7%","17.4%","47.5%","35.1%","85.7","19.3","0.9%","20.4%","2.6","7927"
"Adam Eaton","Nationals",".148",".319","0.98",".342","107","28.2%","63.2%","43.1%","72.3%","91.4%","84.2%","6.8%","32.8%","35.2%","32.0%","19.5%","46.4%","34.1%","88.9","15.3","3.6%","34.3%","2.3","11205"
"Alex Verdugo","Dodgers",".181",".309","1.70",".341","114","31.1%","62.2%","44.6%","72.1%","93.7%","85.2%","6.6%","37.7%","38.0%","24.3%","17.3%","39.0%","43.7%","89.4","9.0","4.7%","39.0%","2.2","17027"
"Yandy Diaz","Rays",".208",".288","1.59",".341","116","25.3%","72.6%","44.9%","65.5%","86.0%","79.3%","9.3%","33.2%","39.6%","27.2%","17.6%","40.0%","42.4%","91.7","5.7","9.2%","44.8%","1.5","16578"
"Eduardo Escobar","Diamondbacks",".242",".283","0.73",".341","109","40.8%","71.1%","52.5%","68.4%","85.0%","77.1%","12.0%","43.8%","35.5%","20.7%","12.8%","45.9%","41.3%","87.7","18.3","6.4%","31.4%","3.7","6153"
"Corey Seager","Dodgers",".211",".303","0.99",".340","113","30.7%","79.5%","51.1%","57.2%","86.9%","76.5%","12.0%","37.2%","34.7%","28.1%","14.7%","43.0%","42.3%","88.8","14.3","6.3%","37.7%","3.3","13624"
"Byron Buxton","Twins",".251",".314","0.61",".340","111","37.2%","76.4%","53.9%","56.4%","83.6%","72.8%","14.6%","49.5%","31.6%","18.9%","20.4%","44.2%","35.4%","90.0","20.3","7.3%","38.3%","2.7","14161"
"Whit Merrifield","Royals",".160",".350","1.14",".340","110","34.1%","69.1%","49.1%","73.4%","87.2%","81.7%","8.9%","36.6%","35.5%","28.0%","13.8%","47.8%","38.4%","87.1","15.6","3.4%","29.2%","2.9","11281"
"J.T. Realmuto","Phillies",".217",".309","1.04",".340","108","34.8%","73.1%","50.7%","66.2%","86.2%","78.2%","11.1%","44.2%","31.7%","24.1%","14.2%","40.2%","45.6%","90.3","14.4","6.6%","41.0%","5.7","11739"
"Brandon Nimmo","Mets",".186",".293","1.02",".340","114","20.0%","65.8%","40.3%","52.1%","83.6%","74.9%","10.1%","39.4%","31.1%","29.5%","14.4%","50.0%","35.6%","89.3","12.2","5.3%","35.6%","1.3","12927"
"Kevin Newman","Pirates",".138",".333","1.74",".339","110","37.3%","69.4%","50.7%","77.2%","94.3%","87.0%","6.6%","37.3%","34.1%","28.6%","20.3%","52.8%","27.0%","85.3","8.5","2.1%","24.7%","2.4","17696"
"Carson Kelly","Diamondbacks",".232",".271","0.91",".339","108","25.0%","64.3%","41.8%","64.0%","86.8%","79.0%","8.8%","41.5%","36.9%","21.6%","17.8%","33.5%","48.7%","88.9","14.2","8.1%","40.3%","1.9","13620"
"Franmil Reyes","- - -",".263",".279","1.28",".338","109","34.3%","77.6%","51.5%","48.3%","76.8%","65.4%","17.8%","38.3%","38.6%","23.2%","13.9%","38.6%","47.5%","93.3","9.5","14.5%","51.0%","1.0","14566"
"Victor Caratini","Cubs",".180",".305","1.86",".338","108","27.9%","71.1%","45.9%","60.0%","89.1%","78.8%","9.7%","27.1%","44.7%","28.2%","14.4%","52.1%","33.5%","89.7","6.9","8.5%","35.1%","1.4","14968"
"David Peralta","Diamondbacks",".186",".327","1.84",".338","107","37.1%","69.7%","50.4%","64.8%","87.1%","77.4%","11.4%","36.1%","40.5%","23.3%","16.9%","39.9%","43.2%","90.1","6.4","5.1%","40.9%","1.7","2136"
"Kurt Suzuki","Nationals",".221",".248","0.78",".337","104","32.4%","75.4%","51.9%","67.9%","89.4%","82.1%","9.3%","53.4%","31.6%","15.0%","20.2%","45.3%","34.4%","86.0","18.9","5.3%","32.4%","0.6","8259"
"Austin Nola","Mariners",".185",".325","0.97",".337","114","24.8%","63.5%","42.4%","60.6%","87.5%","78.9%","9.0%","34.5%","36.7%","28.8%","21.5%","44.6%","33.9%","87.4","16.3","3.4%","35.6%","1.5","15941"
"Garrett Cooper","Marlins",".165",".357","2.25",".337","111","37.0%","66.0%","48.4%","70.2%","86.5%","79.0%","10.2%","33.5%","34.2%","32.4%","18.8%","40.1%","41.2%","89.1","4.5","8.8%","40.3%","1.3","15279"
"Robinson Chirinos","Astros",".205",".306","0.89",".336","113","33.5%","68.9%","47.1%","50.8%","81.8%","68.3%","14.9%","47.6%","31.5%","21.0%","17.7%","42.7%","39.5%","87.0","17.0","6.9%","36.3%","2.3","3142"
"Pablo Sandoval","Giants",".239",".304","1.46",".336","110","40.8%","76.6%","54.7%","69.0%","80.5%","75.2%","13.5%","29.5%","40.0%","30.5%","19.0%","39.5%","41.4%","89.8","10.8","10.5%","44.3%","1.0","5409"
"David Bote","Cubs",".165",".333","1.86",".336","106","31.6%","66.9%","45.7%","53.8%","81.2%","69.8%","13.8%","40.6%","34.4%","25.0%","14.6%","49.1%","36.3%","89.7","7.7","5.2%","36.3%","1.5","14593"
"Marcell Ozuna","Cardinals",".231",".257","1.18",".336","109","30.0%","69.2%","44.9%","57.8%","86.0%","74.3%","11.5%","49.5%","31.7%","18.8%","11.8%","39.8%","48.4%","91.8","13.5","11.8%","48.1%","2.5","10324"
"Jonathan Villar","Orioles",".179",".341","1.56",".335","107","30.8%","75.1%","49.1%","63.5%","81.4%","74.9%","12.3%","39.6%","33.7%","26.7%","21.8%","49.2%","29.0%","88.9","8.1","6.6%","37.0%","4.0","10071"
"Manny Machado","Padres",".206",".274","1.02",".335","108","31.4%","69.8%","46.6%","62.5%","87.6%","77.4%","10.5%","36.8%","36.1%","27.1%","19.0%","37.2%","43.7%","91.2","12.9","7.6%","43.7%","3.1","11493"
"Jose Ramirez","Indians",".224",".256","0.71",".334","104","26.4%","64.2%","42.3%","76.8%","92.3%","86.7%","5.6%","48.8%","29.2%","22.0%","17.9%","41.8%","40.3%","89.2","19.8","6.0%","35.7%","3.3","13510"
"Avisail Garcia","Rays",".182",".340","1.46",".334","112","40.0%","81.9%","56.4%","54.4%","80.6%","69.3%","17.3%","42.2%","36.5%","21.3%","18.5%","41.4%","40.1%","89.5","9.8","10.6%","40.3%","1.8","5760"
"Phillip Ervin","Reds",".195",".339","1.06",".334","102","29.7%","72.7%","47.9%","57.0%","82.4%","73.3%","12.8%","37.1%","34.3%","28.6%","20.0%","42.3%","37.7%","85.0","14.5","4.0%","29.7%","0.6","14738"
"Derek Dietrich","Reds",".275",".176","0.72",".334","102","31.6%","73.2%","48.9%","58.1%","79.9%","71.7%","13.8%","48.3%","28.1%","23.6%","23.6%","37.6%","38.8%","87.2","20.7","10.1%","30.2%","1.1","10542"
"Kolten Wong","Cardinals",".138",".321","1.24",".334","108","31.4%","69.6%","47.4%","70.7%","92.1%","83.8%","7.7%","37.9%","36.5%","25.6%","20.7%","45.3%","34.0%","86.1","12.6","2.0%","25.1%","3.7","12532"
"Clint Frazier","Yankees",".222",".329","0.92",".333","108","25.0%","70.3%","44.1%","43.3%","82.7%","69.8%","13.3%","38.0%","36.1%","25.9%","17.7%","46.8%","35.4%","88.5","15.3","10.8%","36.1%","0.1","15983"
"Brock Holt","Red Sox",".104",".365","1.72",".333","103","27.3%","60.7%","42.0%","71.7%","90.8%","83.8%","6.8%","35.9%","38.3%","25.7%","14.6%","50.0%","35.4%","87.3","11.1","1.5%","30.6%","1.3","9345"
"Daniel Vogelbach","Mariners",".232",".232","0.74",".333","111","22.0%","52.2%","34.1%","64.4%","81.1%","74.6%","8.6%","41.3%","34.0%","24.8%","19.4%","42.2%","38.4%","88.8","17.1","9.8%","37.8%","1.6","14130"
"A.J. Pollock","Dodgers",".201",".300","1.18",".333","108","31.6%","67.0%","46.6%","54.8%","88.7%","75.4%","11.4%","47.1%","32.4%","20.6%","17.2%","39.1%","43.7%","90.6","13.7","7.6%","39.9%","0.9","9256"
"James McCann","White Sox",".187",".359","1.38",".333","109","35.3%","68.8%","49.6%","56.9%","83.6%","72.7%","13.5%","37.6%","32.0%","30.4%","13.9%","46.2%","39.9%","90.2","10.8","8.3%","44.2%","2.3","12859"
"Brian Goodwin","Angels",".208",".337","0.76",".332","109","28.2%","59.4%","42.0%","61.3%","82.0%","74.3%","10.8%","36.8%","40.3%","22.9%","17.4%","44.8%","37.8%","87.6","18.3","6.3%","32.6%","1.9","12858"
"Nick Markakis","Braves",".135",".310","1.77",".332","102","27.4%","61.6%","41.8%","84.2%","91.6%","88.8%","4.7%","34.3%","36.3%","29.4%","13.6%","45.4%","41.0%","91.2","7.3","2.5%","44.3%","0.4","5930"
"Joey Votto","Reds",".150",".313","0.98",".332","101","21.0%","68.1%","41.5%","69.3%","87.7%","82.4%","7.3%","36.0%","38.0%","25.9%","10.1%","48.4%","41.5%","88.9","15.2","6.4%","37.3%","0.7","4314"
"Kyle Seager","Mariners",".229",".248","0.75",".332","110","27.6%","70.1%","45.3%","66.9%","88.2%","80.6%","8.8%","39.2%","36.6%","24.3%","11.3%","50.8%","37.9%","89.5","18.4","7.1%","39.2%","2.9","9785"
"Christian Vazquez","Red Sox",".201",".305","1.04",".331","102","35.2%","69.0%","49.9%","70.8%","88.4%","81.4%","9.3%","36.2%","35.1%","28.7%","12.7%","53.7%","33.6%","89.5","13.4","5.2%","40.3%","3.5","9774"
"Stephen Vogt","Giants",".227",".311","0.55",".331","107","37.7%","71.8%","50.8%","65.5%","83.4%","75.2%","12.6%","38.9%","35.2%","25.9%","9.8%","48.7%","41.5%","89.8","22.4","7.3%","40.9%","0.9","5000"
"Asdrubal Cabrera","- - -",".181",".294","1.02",".331","98","28.8%","67.1%","45.3%","70.5%","87.3%","81.2%","8.5%","50.1%","27.6%","22.2%","12.3%","45.0%","42.7%","89.1","14.4","5.7%","35.3%","1.9","4962"
"Chris Taylor","Dodgers",".199",".344","1.09",".331","107","29.8%","74.9%","49.6%","47.9%","81.6%","70.3%","14.7%","34.9%","32.9%","32.2%","14.0%","48.1%","38.0%","86.0","13.8","4.7%","31.8%","1.7","13757"
"Yasiel Puig","- - -",".191",".308","0.94",".330","101","34.2%","77.8%","52.6%","59.3%","83.2%","74.2%","13.6%","36.2%","34.3%","29.6%","20.2%","41.3%","38.5%","90.0","13.7","8.5%","38.3%","1.2","14225"
"Tyler Naquin","Indians",".179",".345","1.21",".330","101","39.7%","75.1%","54.6%","67.7%","82.4%","76.2%","13.0%","40.6%","31.6%","27.8%","19.3%","40.1%","40.6%","90.8","12.6","8.0%","38.7%","1.5","13359"
"Kole Calhoun","Angels",".236",".265","1.10",".330","108","29.0%","75.2%","48.1%","48.5%","80.9%","69.5%","14.7%","50.5%","29.3%","20.2%","13.5%","44.1%","42.3%","89.5","14.9","10.7%","41.7%","2.5","11200"
"Ryan McMahon","Rockies",".200",".323","1.82",".330","88","29.2%","76.7%","49.5%","54.5%","78.3%","70.3%","14.7%","33.9%","38.2%","28.0%","14.6%","41.3%","44.1%","91.9","8.8","8.7%","47.8%","0.6","15112"
"Andrew Benintendi","Red Sox",".165",".333","0.94",".330","100","32.9%","78.6%","51.2%","68.9%","82.6%","77.3%","11.6%","35.2%","37.9%","26.9%","13.4%","48.4%","38.1%","89.1","17.5","7.1%","37.7%","2.0","17901"
"Brian Dozier","Nationals",".192",".271","0.80",".329","99","22.3%","62.2%","39.1%","61.0%","84.7%","76.8%","9.0%","54.2%","26.0%","19.9%","18.3%","43.6%","38.1%","88.5","19.0","6.4%","35.3%","1.7","9810"
"Vladimir Guerrero Jr.","Blue Jays",".162",".308","1.50",".329","105","31.6%","71.9%","46.8%","63.7%","87.2%","77.3%","10.6%","41.3%","36.8%","21.9%","20.8%","44.8%","34.4%","89.4","6.7","7.2%","38.7%","0.4","19611"
"Scott Kingery","Phillies",".216",".337","0.85",".329","101","33.7%","73.3%","50.4%","53.9%","80.0%","69.9%","15.2%","47.1%","32.5%","20.4%","14.0%","40.1%","45.9%","88.4","17.6","7.3%","38.9%","2.7","17975"
"Eddie Rosario","Twins",".224",".273","0.89",".329","103","46.3%","80.4%","59.1%","75.3%","85.1%","80.3%","11.7%","48.8%","30.7%","20.5%","15.4%","45.6%","39.0%","89.2","16.8","7.7%","35.7%","1.2","12155"
"Todd Frazier","Mets",".192",".284","0.81",".328","106","28.5%","63.6%","42.7%","60.9%","85.8%","75.9%","10.3%","49.9%","32.0%","18.2%","19.9%","46.6%","33.4%","88.3","17.1","6.7%","37.8%","1.9","785"
"Jason Castro","Twins",".203",".307","0.92",".328","103","25.2%","70.9%","45.2%","50.6%","72.2%","65.4%","15.6%","39.7%","32.5%","27.8%","11.9%","36.4%","51.7%","91.8","14.4","15.9%","47.0%","1.6","8722"
"Daniel Murphy","Rockies",".174",".307","1.10",".328","86","33.9%","68.7%","48.2%","78.6%","94.2%","87.7%","5.9%","38.9%","34.2%","26.9%","16.8%","52.7%","30.4%","86.3","14.6","2.4%","28.1%","-0.2","4316"
"Ian Desmond","Rockies",".223",".304","1.55",".328","86","29.6%","67.4%","45.5%","59.2%","86.3%","76.1%","10.9%","34.9%","34.3%","30.9%","16.2%","45.0%","38.8%","90.9","8.7","9.8%","42.5%","-0.3","6885"
"Jason Heyward","Cubs",".177",".281","1.36",".328","101","30.3%","68.0%","45.4%","67.7%","87.8%","79.7%","9.2%","41.9%","36.5%","21.7%","17.7%","47.0%","35.2%","88.8","11.3","4.9%","36.2%","1.9","4940"
"Mike Freeman","Indians",".113",".388","1.90",".327","99","27.7%","62.2%","44.0%","64.5%","84.6%","77.9%","9.7%","34.9%","34.1%","31.0%","12.7%","53.2%","34.1%","85.6","8.9","1.6%","27.8%","1.0","11241"
"Wilson Ramos","Mets",".129",".310","3.26",".327","105","37.5%","76.1%","53.9%","69.1%","89.5%","81.3%","10.1%","39.8%","34.6%","25.6%","18.2%","49.6%","32.2%","90.0","-0.1","3.7%","42.5%","1.4","1433"
"Nomar Mazara","Rangers",".200",".312","1.43",".327","94","38.4%","69.4%","50.7%","66.2%","82.7%","75.1%","12.6%","34.6%","32.1%","33.3%","19.3%","35.5%","45.3%","89.1","10.7","9.5%","38.8%","0.5","14553"
"Jon Berti","Marlins",".133",".360","2.55",".326","104","25.0%","63.1%","41.6%","60.6%","85.7%","77.2%","9.5%","34.8%","36.4%","28.8%","19.6%","44.0%","36.4%","86.9","5.2","3.3%","38.0%","1.7","12037"
"Domingo Santana","Mariners",".188",".347","1.38",".326","107","26.4%","71.7%","46.7%","51.9%","78.1%","69.9%","14.1%","39.4%","34.6%","26.0%","12.8%","44.3%","42.9%","89.0","11.3","12.0%","40.5%","0.0","10348"
"Ehire Adrianza","Twins",".144",".311","1.26",".326","102","30.3%","71.2%","48.4%","69.4%","90.5%","83.1%","8.2%","35.7%","33.9%","30.4%","13.1%","54.2%","32.7%","86.4","15.1","3.5%","27.6%","0.6","8418"
"Dexter Fowler","Cardinals",".170",".294","1.08",".326","103","25.3%","68.6%","42.5%","62.3%","82.4%","75.2%","10.6%","40.3%","37.1%","22.6%","17.7%","44.9%","37.4%","85.5","12.9","7.1%","28.3%","1.5","4062"
"Roberto Perez","Indians",".213",".285","1.56",".326","98","24.2%","61.5%","39.5%","55.5%","79.5%","70.8%","11.5%","33.0%","36.6%","30.4%","15.0%","44.7%","40.3%","90.2","5.7","10.6%","41.0%","3.0","2900"
"Mitch Haniger","Mariners",".244",".257","0.77",".326","106","24.9%","63.8%","42.5%","53.6%","83.8%","74.1%","11.0%","50.3%","30.5%","19.2%","21.0%","43.7%","35.3%","88.4","17.8","11.4%","38.9%","1.1","14274"
"Aaron Hicks","Yankees",".208",".286","1.06",".325","102","25.1%","65.6%","40.7%","55.8%","78.2%","69.7%","12.3%","45.4%","30.9%","23.7%","22.4%","39.5%","38.2%","89.8","14.3","7.9%","36.8%","1.1","5297"
"C.J. Cron","Twins",".216",".277","1.16",".325","101","35.5%","70.1%","50.2%","64.1%","84.7%","76.4%","11.9%","41.6%","34.6%","23.8%","16.4%","42.5%","41.1%","91.1","12.7","14.2%","44.8%","0.3","12546"
"Teoscar Hernandez","Blue Jays",".242",".293","0.90",".325","102","30.3%","72.9%","47.3%","55.6%","77.2%","68.9%","14.7%","48.7%","29.1%","22.3%","16.2%","40.0%","43.8%","91.2","15.3","11.3%","42.3%","1.2","13066"
"Victor Reyes","Tigers",".127",".384","1.71",".325","100","39.0%","68.2%","51.5%","74.5%","87.0%","81.6%","9.5%","29.4%","37.9%","32.7%","11.2%","48.6%","40.2%","87.5","9.2","1.4%","31.8%","1.6","15487"
"Jonathan Schoop","Twins",".217",".298","1.18",".324","100","43.4%","80.8%","58.2%","54.6%","81.8%","69.6%","17.7%","46.5%","33.0%","20.4%","23.6%","37.7%","38.7%","87.6","12.4","8.8%","38.4%","1.3","11265"
"Matt Beaty","Dodgers",".193",".275","1.46",".324","102","33.4%","65.6%","46.2%","70.4%","93.7%","83.6%","7.6%","45.4%","34.7%","19.9%","17.1%","42.6%","40.3%","89.4","10.3","4.6%","40.3%","0.6","17710"
"Justin Smoak","Blue Jays",".198",".223","0.86",".323","101","23.0%","64.9%","39.7%","58.3%","87.5%","77.3%","9.0%","47.9%","35.0%","17.2%","14.2%","43.4%","42.4%","90.3","16.7","11.0%","39.8%","0.2","9054"
"Alex Avila","Diamondbacks",".213",".287","2.08",".323","97","16.7%","59.4%","35.2%","40.7%","75.1%","65.9%","12.0%","46.9%","37.5%","15.6%","5.2%","41.7%","53.1%","91.4","9.4","16.7%","49.0%","1.3","7476"
"Michael Chavis","Red Sox",".190",".347","1.27",".323","96","35.3%","75.8%","51.6%","47.1%","75.5%","63.9%","18.6%","37.3%","39.1%","23.6%","20.9%","45.9%","33.2%","88.8","11.8","9.1%","35.5%","0.7","17321"
"Renato Nunez","Orioles",".216",".272","0.70",".323","99","37.5%","67.7%","49.5%","61.5%","85.1%","74.3%","12.7%","44.3%","29.6%","26.1%","20.4%","43.0%","36.6%","89.9","19.9","10.7%","40.8%","0.6","14503"
"Jose Martinez","Cardinals",".141",".328","1.91",".323","101","29.3%","62.0%","43.2%","66.9%","86.2%","78.7%","9.2%","29.1%","42.9%","28.0%","13.8%","49.2%","37.0%","88.9","6.9","6.3%","39.0%","0.3","7996"
"Evan Longoria","Giants",".183",".291","1.10",".322","101","32.6%","66.6%","46.8%","67.6%","82.9%","76.7%","10.9%","39.3%","39.9%","20.8%","11.0%","45.1%","43.9%","89.7","14.0","6.6%","40.8%","2.0","9368"
"Paul DeJong","Cardinals",".211",".259","0.85",".322","100","31.1%","71.4%","48.7%","60.7%","86.5%","77.2%","11.1%","47.5%","33.2%","19.3%","19.1%","39.3%","41.6%","87.1","18.2","8.4%","33.2%","4.1","18015"
"Anthony Santander","Orioles",".216",".285","0.91",".321","97","40.2%","69.9%","51.8%","73.6%","88.1%","81.3%","9.7%","46.0%","30.2%","23.8%","19.1%","43.0%","37.9%","89.9","15.3","7.4%","36.6%","0.7","14551"
"Oscar Mercado","Indians",".174",".300","1.04",".321","95","31.1%","77.7%","50.7%","55.4%","89.8%","77.7%","11.3%","40.8%","35.3%","23.8%","16.4%","43.8%","39.7%","88.1","14.9","3.0%","34.0%","1.7","16375"
"Adam Frazier","Pirates",".139",".306","1.24",".320","97","30.9%","70.4%","48.0%","77.0%","90.9%","85.8%","6.8%","38.4%","32.9%","28.7%","18.4%","51.7%","30.0%","87.2","13.0","1.9%","28.1%","2.2","15223"
"Hunter Renfroe","Padres",".273",".239","0.76",".320","98","31.9%","66.7%","45.9%","57.4%","81.3%","71.4%","13.1%","55.8%","31.2%","13.0%","15.4%","37.7%","46.9%","89.9","19.1","11.3%","39.4%","1.9","15464"
"Jose Osuna","Pirates",".192",".285","1.49",".320","97","34.3%","75.3%","51.1%","70.6%","85.5%","79.6%","10.4%","37.8%","34.6%","27.6%","18.9%","47.0%","34.1%","89.2","9.8","5.0%","36.7%","0.0","12937"
"Neil Walker","Marlins",".134",".316","1.35",".319","99","31.9%","70.4%","46.5%","61.6%","85.3%","75.2%","11.5%","39.1%","36.0%","24.9%","16.1%","46.4%","37.5%","86.2","11.4","5.7%","31.0%","0.4","7539"
"Brandon Belt","Giants",".169",".275","0.58",".319","99","26.8%","75.0%","46.0%","66.7%","86.8%","79.8%","9.3%","41.4%","32.8%","25.8%","13.6%","45.4%","40.9%","87.3","22.4","7.9%","35.7%","0.5","10264"
"Alex Gordon","Royals",".129",".301","1.50",".319","96","30.1%","72.5%","47.9%","65.5%","88.8%","80.4%","9.4%","40.6%","34.8%","24.6%","14.5%","46.7%","38.9%","88.7","9.3","5.4%","38.4%","1.3","5209"
"Greg Garcia","Padres",".106",".323","2.38",".319","97","18.5%","53.5%","33.8%","69.7%","94.1%","86.6%","4.5%","27.3%","38.1%","34.6%","20.3%","47.2%","32.5%","85.8","4.2","2.2%","26.8%","1.4","10951"
"Miguel Cabrera","Tigers",".116",".336","1.38",".318","96","36.8%","68.8%","49.5%","65.9%","87.9%","78.1%","10.9%","31.3%","37.7%","31.0%","12.1%","43.8%","44.1%","90.3","12.3","5.4%","44.4%","-0.3","1744"
"Hanser Alberto","Orioles",".116",".318","1.44",".318","96","47.6%","73.7%","58.3%","78.7%","93.6%","86.5%","7.9%","43.5%","34.4%","22.1%","17.5%","57.9%","24.6%","84.4","11.7","2.3%","18.5%","1.9","11902"
"Amed Rosario","Mets",".144",".338","1.65",".318","100","38.1%","71.8%","51.7%","64.0%","88.2%","77.6%","11.6%","30.4%","43.7%","26.0%","14.5%","52.1%","33.4%","89.4","8.8","4.0%","39.2%","2.7","15518"
"Ender Inciarte","Braves",".151",".286","1.74",".318","93","31.3%","70.0%","49.0%","73.2%","87.2%","82.4%","8.6%","41.5%","31.4%","27.0%","22.6%","44.7%","32.7%","83.0","9.6","1.3%","17.6%","0.9","4922"
"Jay Bruce","- - -",".306",".200","0.53",".318","98","39.6%","81.0%","56.3%","54.8%","82.8%","71.1%","16.3%","44.2%","28.1%","27.7%","17.7%","39.0%","43.3%","90.2","21.6","12.6%","42.0%","0.6","9892"
"David Fletcher","Angels",".094",".317","1.48",".318","99","25.3%","48.7%","36.2%","82.6%","96.1%","91.1%","3.2%","44.8%","32.2%","23.0%","17.6%","50.2%","32.2%","83.8","9.7","0.2%","16.9%","3.4","17992"
"Dansby Swanson","Braves",".172",".300","1.00",".317","92","27.9%","70.4%","45.8%","59.2%","82.5%","74.3%","11.8%","41.6%","32.1%","26.3%","12.3%","45.2%","42.5%","89.9","14.4","7.7%","41.6%","1.5","18314"
"Francisco Mejia","Padres",".173",".319","0.81",".317","96","47.9%","70.6%","56.4%","71.4%","82.1%","76.4%","13.3%","50.3%","28.7%","21.1%","21.6%","42.1%","36.3%","88.4","19.7","3.5%","29.8%","0.5","16403"
"Victor Robles","Nationals",".165",".310","1.10",".317","91","31.9%","71.4%","48.9%","63.9%","86.9%","78.3%","10.6%","45.1%","31.7%","23.3%","24.5%","50.6%","24.9%","83.3","16.7","4.6%","23.0%","2.5","18363"
"Wil Myers","Padres",".179",".344","1.23",".316","96","28.7%","64.7%","43.8%","54.6%","77.6%","68.9%","13.6%","46.5%","32.0%","21.6%","17.5%","35.3%","47.2%","90.2","12.2","10.4%","41.3%","0.5","10047"
"Josh VanMeter","Reds",".171",".279","0.87",".316","91","25.0%","58.6%","39.7%","66.2%","86.1%","79.0%","8.3%","45.1%","34.7%","20.2%","12.1%","40.5%","47.4%","90.1","15.6","3.5%","37.0%","0.2","15170"
"Pedro Severino","Orioles",".170",".285","1.08",".316","94","27.0%","70.2%","43.7%","60.2%","88.5%","77.8%","9.7%","48.5%","34.5%","17.0%","19.6%","47.2%","33.2%","87.6","13.2","8.5%","33.6%","0.5","14523"
"Curt Casali","Reds",".159",".308","0.69",".316","90","22.9%","71.4%","43.1%","56.3%","88.2%","78.3%","9.4%","42.4%","29.1%","28.5%","16.6%","45.7%","37.7%","87.2","18.5","4.6%","29.8%","1.0","12510"
"Niko Goodrum","Tigers",".173",".338","1.30",".315","94","32.4%","71.1%","48.1%","54.4%","80.6%","70.1%","14.4%","41.5%","32.1%","26.5%","13.9%","46.0%","40.1%","89.3","13.0","5.9%","41.5%","1.9","12092"
"Cesar Hernandez","Phillies",".129",".313","1.69",".315","92","29.8%","65.4%","45.5%","73.8%","90.5%","84.4%","7.1%","38.0%","33.1%","28.9%","21.1%","45.9%","32.9%","86.0","9.5","2.5%","28.3%","1.7","10556"
"Colin Moran","Pirates",".152",".341","1.36",".315","94","39.0%","75.9%","53.6%","64.9%","86.9%","77.2%","12.2%","42.8%","34.6%","22.7%","15.3%","50.1%","34.6%","88.2","12.4","6.5%","34.3%","0.1","16909"
"Jean Segura","Phillies",".141",".302","1.91",".315","92","37.2%","61.0%","47.0%","77.6%","94.3%","86.6%","6.3%","34.5%","39.8%","25.6%","20.7%","46.2%","33.1%","88.2","7.1","3.2%","32.7%","2.3","5933"
"Austin Romine","Yankees",".158",".327","1.46",".315","95","39.3%","78.7%","56.7%","67.0%","88.1%","80.0%","11.4%","36.7%","34.4%","28.9%","20.0%","43.3%","36.7%","88.6","10.7","6.7%","40.6%","0.9","5491"
"Nick Senzel","Reds",".171",".319","1.46",".315","90","31.3%","73.7%","48.9%","67.3%","83.5%","77.5%","11.0%","33.8%","34.9%","31.3%","17.8%","41.8%","40.4%","87.7","11.0","7.1%","37.1%","0.7","19293"
"Tim Beckham","Mariners",".224",".305","1.29",".315","99","30.8%","65.6%","46.2%","50.2%","83.1%","70.8%","13.5%","42.1%","34.7%","23.3%","22.8%","43.1%","34.2%","87.2","10.7","7.4%","32.7%","0.4","7949"
"Matt Carpenter","Cardinals",".166",".285","0.73",".315","95","22.8%","63.6%","40.2%","60.3%","84.0%","76.3%","9.5%","46.4%","29.4%","24.2%","11.3%","47.1%","41.6%","88.0","19.0","7.2%","30.4%","1.2","8090"
"Nick Ahmed","Diamondbacks",".183",".280","1.52",".315","91","31.0%","73.4%","49.3%","64.1%","88.5%","79.8%","10.0%","36.8%","39.0%","24.1%","16.7%","45.6%","37.7%","87.8","7.6","5.7%","34.0%","2.4","12147"
"Jordy Mercer","Tigers",".168",".316","1.22",".314","94","28.9%","58.0%","41.5%","65.0%","89.3%","79.7%","8.4%","37.7%","42.2%","20.1%","23.1%","39.7%","37.2%","86.9","13.2","6.0%","36.2%","0.6","6547"
"Travis d'Arnaud","- - -",".182",".281","1.06",".314","98","35.4%","70.1%","50.3%","64.4%","82.0%","74.9%","12.6%","38.6%","33.5%","27.9%","19.1%","39.3%","41.5%","90.0","14.6","6.3%","39.7%","1.6","7739"
"Tim Locastro","Diamondbacks",".090",".310","1.22",".314","91","36.3%","54.7%","44.2%","71.4%","87.9%","80.2%","8.7%","47.6%","32.4%","20.0%","25.3%","43.5%","31.2%","84.4","13.6","0.0%","19.4%","0.9","15124"
"Jackie Bradley Jr.","Red Sox",".196",".281","1.48",".314","90","30.0%","71.5%","48.0%","56.5%","76.4%","69.4%","14.7%","42.2%","34.6%","23.3%","16.0%","48.3%","35.8%","90.2","9.1","9.0%","44.8%","1.4","12984"
"Marwin Gonzalez","Twins",".151",".310","1.43",".313","93","35.9%","69.2%","49.9%","66.0%","86.1%","77.7%","11.1%","39.0%","38.1%","22.9%","12.5%","46.3%","41.2%","90.7","11.0","5.8%","43.9%","1.4","5497"
