"Name","Team","ISO","BABIP","GB/FB","wOBA","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","EV","LA","Barrel%","HardHit%","WAR","playerid"
"Jorge Polanco","Twins",".139",".345","0.94",".336","111","25.2%","62.8%","41.6%","71.4%","92.5%","85.3%","6.1%","38.3%","30.5%","31.3%","22.2%","45.7%","32.1%","85.8","17.8","2.9%","27.9%","1.4","13152"
"Josh Bell","Pirates",".150",".305","1.49",".336","111","26.7%","67.8%","42.9%","65.4%","84.5%","77.3%","9.7%","33.8%","37.6%","28.6%","19.2%","47.0%","33.8%","90.2","9.4","6.2%","38.8%","0.9","13145"
"Charlie Culberson","Braves",".196",".340","1.84",".335","108","39.0%","74.5%","53.4%","60.7%","78.8%","70.9%","15.5%","42.5%","31.6%","25.9%","21.7%","46.7%","31.6%","85.2","8.6","4.7%","30.7%","1.0","3298"
"Kurt Suzuki","Braves",".173",".275","0.86",".335","108","37.0%","74.3%","53.3%","70.9%","92.3%","83.9%","8.6%","52.6%","29.0%","18.4%","15.2%","46.1%","38.7%","87.2","18.2","3.2%","34.5%","1.0","8259"
"Chris Taylor","Dodgers",".190",".345","0.86",".335","113","25.8%","72.3%","47.4%","53.4%","78.5%","71.2%","13.7%","37.8%","34.3%","27.9%","13.3%","48.3%","38.4%","88.9","16.4","7.7%","37.6%","3.1","13757"
"Mark Canha","Athletics",".200",".282","0.95",".334","114","31.1%","61.0%","44.0%","73.4%","87.0%","81.5%","8.1%","44.8%","34.1%","21.1%","18.6%","44.1%","37.3%","87.0","15.5","8.6%","34.4%","2.1","11445"
"Matt Adams","- - -",".239",".245","0.78",".334","107","35.1%","72.3%","50.2%","62.2%","86.2%","76.3%","11.9%","48.1%","30.0%","21.9%","18.5%","42.5%","39.1%","88.7","19.0","9.9%","39.5%","0.8","9393"
"Chad Pinder","Athletics",".178",".325","1.18",".333","114","35.9%","77.5%","54.2%","60.7%","83.7%","75.2%","13.5%","37.7%","36.8%","25.5%","13.2%","40.6%","46.2%","91.3","14.0","12.3%","42.5%","1.8","15191"
"Robinson Chirinos","Rangers",".197",".304","0.61",".333","101","29.4%","65.3%","44.1%","54.3%","77.9%","68.6%","13.9%","49.5%","31.5%","18.9%","14.9%","41.0%","44.1%","88.0","21.9","10.4%","39.2%","0.3","3142"
"Carlos Santana","Phillies",".186",".231","0.92",".333","108","24.1%","65.5%","41.3%","74.2%","87.0%","82.6%","7.2%","48.0%","29.9%","22.1%","22.7%","44.4%","32.8%","88.9","15.2","6.7%","39.2%","1.8","2396"
"Brian Anderson","Marlins",".127",".332","1.82",".333","112","28.1%","68.6%","46.2%","65.0%","84.9%","78.2%","10.1%","38.4%","35.4%","26.1%","16.2%","45.6%","38.2%","90.2","8.7","5.6%","42.3%","3.4","18289"
"Robbie Grossman","Twins",".111",".329","1.04",".333","109","18.6%","63.7%","39.0%","61.3%","93.8%","85.4%","5.7%","36.6%","34.7%","28.8%","17.5%","50.9%","31.6%","87.1","15.1","1.9%","27.8%","0.8","5254"
"Jedd Gyorko","Cardinals",".154",".303","1.01",".333","111","29.9%","68.6%","46.2%","60.6%","84.1%","75.3%","11.4%","43.9%","33.1%","23.0%","16.2%","46.8%","37.1%","87.3","15.4","7.2%","31.3%","1.5","10816"
"Jake Cave","Twins",".208",".363","1.43",".332","109","35.9%","65.8%","49.0%","54.2%","83.6%","71.5%","14.0%","35.5%","43.0%","21.5%","8.6%","53.8%","37.6%","89.2","10.5","14.0%","38.2%","1.4","14477"
"Asdrubal Cabrera","- - -",".196",".296","1.08",".332","111","32.3%","71.8%","49.0%","69.8%","85.9%","79.8%","9.9%","47.8%","32.4%","19.8%","15.4%","46.2%","38.5%","90.1","14.5","6.8%","39.6%","2.6","4962"
"Trea Turner","Nationals",".145",".314","1.48",".331","105","26.6%","65.0%","43.6%","67.7%","88.4%","81.3%","8.1%","43.1%","35.4%","21.5%","18.7%","49.8%","31.5%","89.1","9.3","5.6%","38.6%","4.8","16252"
"Ryan Braun","Brewers",".215",".274","1.70",".330","105","36.3%","70.9%","51.2%","68.5%","87.1%","79.6%","10.4%","39.6%","34.4%","26.0%","16.4%","40.6%","43.0%","92.3","6.4","9.8%","49.1%","1.3","3410"
"Denard Span","- - -",".158",".291","1.20",".330","112","23.9%","65.4%","42.8%","74.1%","92.6%","87.0%","5.6%","38.4%","30.7%","31.0%","19.2%","49.9%","31.0%","87.2","13.3","2.7%","29.6%","1.5","8347"
"Ketel Marte","Diamondbacks",".177",".282","1.77",".330","106","28.1%","68.4%","45.5%","77.5%","90.4%","85.9%","6.4%","36.7%","39.2%","24.1%","20.9%","43.0%","36.0%","88.8","5.8","4.5%","36.5%","2.6","13613"
"Eric Thames","Brewers",".259",".284","0.71",".330","105","32.1%","69.1%","47.7%","44.9%","81.3%","67.2%","15.7%","44.0%","34.0%","22.0%","12.0%","42.0%","46.0%","91.0","19.3","16.7%","43.3%","0.9","3711"
"Kendrys Morales","Blue Jays",".189",".272","1.26",".329","108","31.6%","63.0%","43.5%","58.2%","86.7%","73.9%","11.4%","37.2%","35.9%","26.9%","13.6%","45.8%","40.6%","92.3","10.0","12.1%","52.6%","0.2","8610"
"Ian Happ","Cubs",".176",".362","1.05",".329","106","24.7%","68.3%","42.8%","50.4%","70.2%","63.5%","15.6%","36.0%","36.5%","27.5%","17.6%","44.1%","38.3%","90.0","14.1","12.2%","40.5%","1.5","17919"
"Daniel Palka","White Sox",".245",".308","1.21",".329","109","34.6%","69.9%","48.9%","47.0%","78.5%","65.2%","17.0%","45.5%","33.7%","20.8%","20.5%","43.2%","36.4%","92.3","11.6","14.4%","48.9%","0.7","14897"
"Mike Moustakas","- - -",".208",".259","0.74",".329","105","37.0%","73.6%","52.1%","67.7%","88.4%","79.8%","10.5%","42.6%","34.2%","23.1%","21.2%","37.6%","41.2%","89.5","19.9","8.2%","39.1%","2.4","4892"
"Mark Trumbo","Orioles",".191",".303","1.22",".329","105","37.2%","69.1%","49.6%","58.8%","83.9%","72.4%","13.7%","33.1%","40.4%","26.5%","18.0%","42.0%","40.0%","92.8","10.4","9.4%","48.6%","0.2","6876"
"Maikel Franco","Phillies",".196",".270","1.46",".328","104","35.4%","73.9%","51.8%","68.9%","87.1%","79.9%","10.4%","44.4%","34.0%","21.7%","28.3%","44.1%","27.5%","88.1","9.6","6.1%","34.0%","1.1","12179"
"Teoscar Hernandez","Blue Jays",".229",".313","0.83",".328","107","32.2%","74.3%","49.5%","45.5%","75.7%","64.1%","17.8%","37.7%","36.1%","26.3%","15.8%","46.8%","37.3%","91.8","16.9","14.9%","45.9%","0.3","13066"
"Wil Myers","Padres",".192",".327","1.51",".328","107","33.8%","65.4%","46.6%","69.2%","83.2%","77.2%","10.6%","50.2%","33.3%","16.4%","12.3%","41.1%","46.6%","90.5","9.4","7.3%","45.7%","1.6","10047"
"Willy Adames","Rays",".128",".378","1.71",".328","110","27.6%","70.8%","46.7%","58.5%","81.7%","74.0%","12.1%","37.8%","35.2%","27.0%","17.3%","48.0%","34.7%","86.7","8.5","6.6%","29.6%","1.4","15986"
"Tony Kemp","Astros",".129",".296","1.39",".327","110","26.2%","63.5%","42.9%","69.0%","90.1%","83.0%","7.3%","49.3%","28.8%","21.9%","16.7%","53.0%","30.2%","84.1","11.6","0.5%","17.6%","0.8","14894"
"Adrian Beltre","Rangers",".162",".312","1.05",".327","97","33.7%","62.0%","45.5%","69.1%","86.6%","79.0%","9.5%","38.8%","32.8%","28.4%","14.2%","43.5%","42.3%","88.7","13.6","6.1%","36.8%","1.1","639"
"Marcell Ozuna","Cardinals",".153",".309","1.35",".327","107","32.5%","72.8%","48.4%","61.3%","87.0%","76.6%","11.3%","42.2%","35.3%","22.5%","15.8%","39.1%","45.2%","91.4","10.8","9.2%","44.4%","2.8","10324"
"Brandon Belt","Giants",".160",".311","0.51",".327","108","27.6%","76.2%","48.6%","58.6%","84.8%","76.3%","11.5%","39.8%","30.3%","29.9%","17.3%","41.2%","41.5%","87.0","23.3","9.9%","31.6%","2.2","10264"
"Jean Segura","Mariners",".111",".327","1.76",".327","110","34.6%","66.0%","48.2%","78.3%","95.1%","88.3%","5.7%","35.7%","40.8%","23.5%","20.9%","53.3%","25.8%","87.7","7.8","3.2%","32.1%","3.7","5933"
"Derek Dietrich","Marlins",".156",".336","1.13",".326","108","34.4%","71.8%","50.4%","64.2%","85.9%","77.4%","11.4%","41.3%","33.8%","24.9%","19.4%","44.0%","36.6%","87.4","15.8","5.8%","37.7%","0.7","10542"
"Harrison Bader","Cardinals",".158",".358","1.19",".326","107","30.6%","64.6%","45.1%","59.5%","83.4%","74.1%","11.7%","46.5%","29.6%","23.8%","21.5%","40.8%","37.7%","87.1","13.7","6.5%","30.8%","3.6","18030"
"Yairo Munoz","Cardinals",".137",".338","2.33",".326","107","39.1%","72.8%","52.9%","57.2%","87.4%","74.2%","13.6%","37.9%","36.2%","25.9%","15.2%","47.8%","37.1%","87.4","4.6","4.5%","29.5%","0.1","16313"
"Melky Cabrera","Indians",".140",".303","1.75",".326","101","34.2%","65.2%","46.7%","74.3%","92.5%","84.6%","7.2%","37.3%","39.2%","23.5%","11.1%","49.8%","39.2%","90.7","9.2","1.8%","41.0%","0.4","4022"
"Buster Posey","Giants",".098",".316","1.52",".326","107","29.5%","64.2%","44.2%","80.1%","92.8%","87.9%","5.4%","33.7%","38.3%","28.0%","13.8%","49.9%","36.3%","89.1","10.3","4.0%","34.9%","2.3","9166"
"Andrelton Simmons","Angels",".125",".300","1.60",".326","108","28.0%","66.6%","45.2%","77.9%","92.9%","87.7%","5.6%","51.0%","33.1%","15.9%","21.3%","42.6%","36.0%","88.2","7.8","3.3%","36.0%","5.4","10847"
"Yan Gomes","Indians",".184",".336","0.77",".326","101","38.6%","74.3%","53.6%","59.5%","83.6%","73.5%","14.2%","42.9%","32.4%","24.7%","13.9%","42.9%","43.2%","88.9","18.7","7.7%","38.3%","2.4","9627"
"Mitch Moreland","Red Sox",".188",".288","1.16",".325","101","27.3%","72.5%","46.5%","55.1%","84.0%","74.2%","12.0%","41.0%","35.5%","23.5%","14.7%","50.5%","34.9%","91.0","11.5","10.7%","44.3%","0.7","3086"
"Tyler Austin","- - -",".250",".289","1.00",".325","104","32.4%","74.1%","50.6%","43.7%","74.9%","63.6%","18.4%","38.2%","34.2%","27.6%","13.8%","50.0%","36.2%","89.0","15.1","14.5%","43.4%","0.3","11850"
"Mitch Garver","Twins",".146",".330","1.06",".325","103","22.3%","57.5%","38.6%","63.4%","86.9%","79.6%","7.9%","38.8%","34.5%","26.7%","21.6%","37.9%","40.5%","89.0","12.7","4.7%","38.8%","0.4","15161"
"Rougned Odor","Rangers",".171",".305","1.05",".325","95","35.4%","64.6%","47.6%","66.4%","87.1%","78.2%","10.4%","46.6%","35.9%","17.5%","15.0%","39.8%","45.2%","90.7","13.9","6.8%","38.1%","2.4","12282"
"Nick Williams","Phillies",".170",".312","1.37",".324","102","33.6%","68.8%","49.2%","54.2%","87.7%","75.0%","12.3%","34.8%","40.2%","25.0%","16.9%","53.0%","30.1%","88.7","10.6","6.8%","37.5%","0.2","14330"
"Justin Bour","- - -",".177",".270","1.23",".324","106","29.8%","58.3%","41.4%","65.8%","81.3%","74.6%","10.5%","41.7%","36.4%","21.9%","22.8%","39.7%","37.4%","88.9","9.8","10.3%","39.1%","0.4","9744"
"Jose Bautista","- - -",".175",".262","0.74",".324","106","23.9%","63.5%","39.5%","48.4%","85.6%","72.0%","11.1%","50.2%","31.2%","18.6%","18.1%","42.3%","39.5%","90.8","19.4","7.9%","42.8%","1.0","1887"
"Ozzie Albies","Braves",".191",".285","0.97",".324","101","38.2%","82.3%","56.2%","68.1%","87.3%","79.6%","11.5%","44.8%","31.1%","24.1%","16.3%","49.3%","34.3%","86.8","16.1","4.0%","29.4%","3.8","16556"
"Nomar Mazara","Rangers",".178",".298","2.07",".324","95","33.5%","64.1%","46.1%","64.3%","85.2%","76.3%","10.9%","38.0%","36.7%","25.3%","18.4%","44.1%","37.5%","90.5","5.3","8.0%","43.1%","0.9","14553"
"Yuli Gurriel","Astros",".138",".306","1.25",".323","107","37.1%","69.2%","50.2%","77.3%","92.8%","86.0%","7.0%","41.2%","36.4%","22.5%","18.3%","51.1%","30.6%","89.3","11.5","1.7%","36.2%","1.1","19198"
"Matt Duffy","Rays",".072",".353","2.65",".323","107","29.8%","67.8%","46.3%","70.1%","92.5%","84.3%","7.3%","29.3%","37.8%","32.9%","14.3%","54.7%","31.0%","86.8","4.8","1.2%","27.8%","2.5","13836"
"Leonys Martin","- - -",".170",".302","0.79",".323","102","29.6%","75.6%","49.9%","61.2%","83.8%","76.3%","11.8%","44.4%","30.0%","25.5%","18.9%","43.2%","37.9%","89.1","18.3","9.9%","38.7%","2.4","11846"
"Yadier Molina","Cardinals",".174",".264","1.05",".323","105","38.5%","70.8%","52.6%","76.8%","89.2%","84.1%","8.4%","49.6%","29.3%","21.1%","13.3%","42.4%","44.4%","88.2","15.4","5.3%","33.6%","2.5","7007"
"Ben Gamel","Mariners",".097",".352","1.69",".323","107","26.5%","59.4%","40.7%","62.0%","91.2%","80.5%","8.0%","37.1%","33.0%","29.9%","13.7%","59.9%","26.4%","88.7","7.2","3.0%","33.5%","0.9","12160"
"Christian Villanueva","Padres",".214",".276","0.68",".323","104","37.5%","78.1%","54.2%","57.2%","83.0%","72.5%","14.9%","50.0%","30.2%","19.8%","23.4%","44.4%","32.3%","86.7","20.8","8.5%","30.2%","1.2","11738"
"DJ LeMahieu","Rockies",".152",".298","1.68",".322","87","26.0%","60.1%","41.7%","72.7%","95.0%","87.5%","5.2%","29.8%","40.7%","29.6%","16.3%","48.7%","35.0%","91.3","5.9","4.3%","42.8%","2.1","9874"
"Lourdes Gurriel Jr.","Blue Jays",".165",".326","1.30",".322","103","39.3%","72.9%","53.0%","65.1%","87.0%","77.4%","12.0%","45.1%","26.9%","28.0%","15.5%","53.9%","30.6%","91.0","11.2","6.7%","45.1%","0.4","19238"
"Niko Goodrum","Tigers",".187",".312","1.34",".322","102","33.5%","71.7%","49.3%","57.0%","83.0%","72.7%","13.5%","40.4%","31.2%","28.3%","15.9%","47.5%","36.6%","88.0","11.1","7.3%","35.4%","1.1","12092"
"Colin Moran","Pirates",".130",".316","1.53",".322","102","29.2%","74.2%","49.8%","65.6%","88.5%","81.2%","9.3%","37.6%","31.8%","30.6%","15.3%","52.1%","32.6%","88.2","10.7","5.0%","35.3%","0.7","16909"
"Renato Nunez","- - -",".161",".315","0.91",".322","100","35.6%","68.8%","50.0%","56.3%","81.7%","71.5%","14.3%","47.7%","30.7%","21.6%","23.3%","49.4%","27.3%","89.0","15.7","8.5%","36.4%","1.2","14503"
"Matt Davidson","White Sox",".191",".313","1.03",".321","104","30.0%","67.6%","45.3%","51.9%","80.6%","69.3%","13.9%","38.6%","34.9%","26.5%","18.0%","42.6%","39.3%","90.0","13.8","11.8%","42.3%","0.9","7226"
"Aledmys Diaz","Blue Jays",".190",".269","0.99",".321","102","40.1%","80.0%","57.6%","64.6%","87.8%","78.7%","12.3%","47.0%","30.8%","22.3%","19.2%","48.9%","31.9%","89.1","13.7","6.3%","39.3%","1.6","15937"
"Willson Contreras","Cubs",".141",".313","1.69",".321","100","34.4%","70.1%","49.5%","62.2%","81.6%","73.8%","13.0%","42.0%","31.4%","26.6%","22.4%","48.7%","28.9%","88.2","8.0","6.7%","33.3%","0.7","11609"
"Paul DeJong","Cardinals",".193",".288","0.72",".321","103","29.8%","66.6%","45.8%","55.3%","87.9%","75.9%","11.0%","45.6%","28.3%","26.1%","18.6%","42.8%","38.7%","89.3","19.1","8.5%","40.1%","3.3","18015"
"Cesar Hernandez","Phillies",".109",".315","1.37",".320","99","20.3%","58.7%","37.6%","60.0%","89.7%","80.9%","7.2%","40.3%","32.2%","27.5%","20.5%","55.5%","24.0%","85.7","11.4","3.5%","27.8%","2.1","10556"
"Chris Iannetta","Rockies",".161",".275","0.98",".320","85","21.7%","71.1%","43.5%","49.4%","80.9%","72.2%","12.1%","42.1%","31.0%","26.9%","13.9%","47.2%","38.9%","92.0","13.6","8.3%","43.1%","0.7","8267"
"Jason Heyward","Cubs",".125",".297","1.41",".319","99","31.6%","64.7%","45.4%","76.6%","89.7%","84.3%","7.1%","42.2%","32.0%","25.8%","25.5%","44.8%","29.7%","88.4","9.7","2.6%","38.4%","2.0","4940"
"Domingo Santana","Brewers",".147",".386","1.76",".319","98","30.9%","71.8%","47.2%","48.2%","78.2%","66.4%","15.8%","38.7%","41.6%","19.7%","12.4%","47.4%","40.1%","89.1","11.7","10.2%","38.7%","0.7","10348"
"Yonder Alonso","Indians",".171",".283","0.96",".319","97","32.9%","75.2%","50.4%","58.7%","88.6%","77.1%","11.5%","43.7%","34.4%","21.9%","19.8%","42.5%","37.7%","87.8","15.7","9.3%","36.7%","0.7","2530"
"Jose Peraza","Reds",".128",".307","0.96",".319","96","35.2%","67.5%","49.1%","76.1%","95.6%","87.7%","6.1%","35.3%","36.0%","28.8%","18.8%","51.8%","29.5%","85.8","15.0","2.3%","23.5%","2.6","13593"
"Joe Mauer","Twins",".097",".330","2.30",".319","100","21.0%","51.0%","35.3%","72.3%","94.0%","87.2%","4.5%","25.5%","40.3%","34.2%","12.9%","42.3%","44.8%","91.1","4.4","4.2%","42.8%","1.1","1857"
"Marwin Gonzalez","Astros",".162",".301","1.16",".318","103","31.9%","59.9%","43.6%","65.0%","86.3%","77.2%","9.9%","44.1%","35.4%","20.5%","17.3%","44.3%","38.4%","89.1","11.4","6.2%","41.4%","1.5","5497"
"Max Kepler","Twins",".184",".236","0.82",".316","98","24.9%","65.2%","42.6%","66.2%","91.7%","83.3%","7.1%","43.1%","32.3%","24.6%","19.4%","43.5%","37.1%","89.5","16.3","5.9%","37.4%","2.7","12144"
"Wilmer Flores","Mets",".150",".269","0.80",".316","102","31.8%","68.2%","47.6%","83.4%","90.7%","87.9%","5.7%","39.6%","32.8%","27.6%","24.1%","43.1%","32.9%","86.4","17.2","2.3%","26.6%","0.4","5827"
"Lucas Duda","- - -",".177",".302","0.63",".315","96","32.3%","62.1%","44.4%","53.8%","82.4%","70.0%","13.3%","41.9%","31.0%","27.1%","18.3%","43.2%","38.4%","89.5","19.6","9.6%","36.7%","0.0","2502"
"Starlin Castro","Marlins",".121",".330","1.77",".315","101","30.3%","66.6%","46.0%","63.0%","88.8%","79.1%","9.6%","40.2%","38.7%","21.1%","15.8%","46.9%","37.3%","88.4","8.3","6.3%","36.0%","2.3","4579"
"Adam Jones","Orioles",".138",".311","1.17",".315","96","41.9%","73.5%","54.8%","64.1%","89.1%","77.8%","12.2%","39.9%","33.6%","26.5%","19.3%","49.3%","31.4%","88.3","13.2","4.9%","32.8%","0.4","6368"
"Tyler Flowers","Braves",".131",".292","1.11",".315","95","24.2%","70.5%","43.7%","52.4%","82.8%","73.1%","11.8%","45.5%","34.1%","20.5%","12.5%","38.6%","48.9%","90.0","12.9","6.3%","44.3%","2.5","9134"
"Ian Desmond","Rockies",".186",".279","2.88",".315","82","31.0%","71.3%","48.1%","57.9%","81.7%","72.9%","13.0%","30.0%","40.8%","29.2%","21.5%","44.4%","34.1%","90.1","-0.1","6.3%","43.2%","-0.6","6885"
"Phillip Ervin","Reds",".151",".310","1.02",".315","94","28.2%","68.4%","46.7%","64.2%","81.4%","75.8%","11.3%","35.2%","30.2%","34.6%","19.8%","45.7%","34.6%","85.9","16.7","4.3%","34.6%","0.4","14738"
"Odubel Herrera","Phillies",".165",".290","1.20",".315","96","39.6%","68.9%","51.7%","59.9%","85.8%","74.1%","13.4%","38.8%","33.7%","27.4%","27.2%","47.9%","24.9%","86.7","13.0","4.7%","31.9%","0.9","11476"
"Kolten Wong","Cardinals",".139",".275","1.57",".314","99","24.9%","62.3%","41.6%","71.3%","88.8%","83.0%","7.1%","40.4%","35.4%","24.2%","21.5%","50.3%","28.1%","87.6","9.0","2.3%","30.8%","2.8","12532"
"David Bote","Cubs",".168",".314","2.35",".314","96","30.9%","66.9%","46.7%","49.3%","80.9%","69.2%","14.4%","35.4%","38.6%","26.0%","18.1%","43.3%","38.6%","93.5","3.7","10.2%","52.8%","1.0","14593"
"Jorge Alfaro","Phillies",".145",".406","1.65",".314","95","46.9%","79.4%","61.1%","42.9%","74.7%","61.0%","23.8%","28.0%","40.1%","31.9%","14.5%","47.8%","37.7%","91.7","8.3","10.1%","44.0%","3.2","12180"
"Carlos Correa","Astros",".167",".282","1.23",".313","100","28.7%","62.8%","42.2%","64.7%","86.7%","77.7%","9.4%","34.8%","33.4%","31.8%","17.9%","53.3%","28.8%","88.2","11.6","6.3%","33.4%","1.6","14162"
"Gerardo Parra","Rockies",".087",".334","1.65",".313","80","33.0%","74.4%","50.9%","67.4%","89.4%","81.3%","9.5%","36.3%","33.8%","29.9%","13.9%","52.0%","34.1%","86.8","9.2","2.4%","26.3%","0.0","8553"
"Max Stassi","Astros",".167",".302","1.69",".313","100","25.5%","66.4%","43.2%","50.7%","75.5%","67.2%","14.2%","45.6%","37.4%","17.0%","21.1%","42.9%","36.1%","89.9","5.8","8.8%","45.6%","2.7","10059"
"Pablo Sandoval","Giants",".170",".282","1.70",".312","98","38.8%","62.3%","47.9%","74.9%","83.9%","79.4%","9.8%","33.5%","36.9%","29.6%","15.6%","43.6%","40.8%","89.6","9.7","5.0%","36.9%","0.1","5409"
"Ronald Guzman","Rangers",".181",".299","1.09",".312","87","37.7%","69.0%","50.6%","53.9%","86.5%","72.3%","14.0%","37.8%","35.2%","27.0%","17.6%","49.4%","33.0%","86.6","14.1","6.0%","33.0%","0.4","14388"
"Jonathan Villar","- - -",".124",".339","2.29",".312","93","30.8%","71.2%","48.2%","63.0%","77.4%","72.2%","13.4%","38.4%","35.3%","26.3%","23.3%","45.9%","30.8%","88.5","3.2","4.8%","36.0%","2.0","10071"
"Brad Miller","- - -",".165",".350","0.98",".312","97","32.6%","71.8%","48.8%","53.8%","77.9%","68.5%","15.4%","34.0%","42.0%","24.0%","18.7%","39.3%","42.0%","91.1","11.2","9.3%","48.7%","0.1","12775"
"Josh Reddick","Astros",".157",".258","0.85",".311","99","28.5%","66.0%","44.4%","71.2%","91.2%","83.8%","7.2%","44.8%","32.9%","22.3%","19.2%","50.7%","30.1%","85.6","18.2","3.6%","26.3%","1.1","3892"
"Yoan Moncada","White Sox",".164",".344","0.93",".311","97","23.3%","63.9%","41.1%","49.9%","79.8%","70.3%","12.2%","41.4%","32.9%","25.8%","14.2%","49.0%","36.7%","91.0","15.4","8.8%","44.1%","2.1","17232"
"Jeimer Candelario","Tigers",".169",".279","1.03",".311","94","28.6%","61.9%","42.7%","62.3%","85.2%","76.3%","10.1%","46.6%","30.2%","23.2%","20.1%","44.8%","35.2%","87.2","15.0","5.7%","33.3%","2.5","13621"
"Evan Gattis","Astros",".226",".232","0.78",".311","98","31.2%","67.2%","46.5%","65.6%","86.1%","78.2%","10.2%","50.3%","28.7%","21.0%","18.2%","48.7%","33.1%","87.6","17.8","7.0%","33.8%","-0.1","11003"
"John Hicks","Tigers",".142",".337","1.13",".311","94","40.8%","80.6%","56.8%","54.4%","78.8%","68.3%","18.0%","35.4%","35.9%","28.6%","20.4%","42.7%","36.9%","87.9","14.6","5.3%","34.5%","-0.2","12547"
"Jackie Bradley Jr.","Red Sox",".169",".299","1.19",".310","90","27.8%","71.4%","47.0%","57.4%","79.1%","71.9%","13.2%","45.2%","34.3%","20.5%","10.0%","49.0%","41.1%","92.2","12.3","9.4%","50.1%","2.8","12984"
"Rafael Devers","Red Sox",".193",".281","1.20",".310","90","37.2%","73.7%","52.0%","63.5%","82.7%","74.5%","13.2%","37.2%","36.6%","26.3%","20.5%","45.0%","34.4%","90.9","11.2","7.6%","41.7%","1.0","17350"
"Luke Maile","Blue Jays",".119",".351","1.34",".310","95","26.3%","64.4%","43.1%","52.1%","82.2%","71.9%","12.1%","43.1%","33.6%","23.4%","17.5%","48.2%","34.3%","89.3","11.1","5.1%","43.1%","2.1","13355"
"Danny Valencia","Orioles",".145",".293","1.37",".310","93","29.1%","62.5%","42.9%","54.4%","91.6%","76.8%","9.9%","45.9%","34.3%","19.8%","16.9%","50.2%","32.9%","90.7","8.8","7.7%","40.6%","-0.4","6364"
"Eric Hosmer","Padres",".145",".302","3.06",".309","95","33.1%","70.7%","48.5%","58.4%","85.7%","74.7%","12.3%","31.8%","39.2%","29.0%","23.5%","41.9%","34.5%","88.7","-1.5","5.5%","37.3%","-0.1","3516"
"Joey Rickard","Orioles",".169",".293","0.82",".309","92","33.9%","62.7%","47.0%","68.9%","87.5%","80.1%","9.3%","41.8%","34.2%","24.1%","22.8%","48.1%","29.1%","85.2","18.3","3.8%","20.3%","0.6","13277"
"Ender Inciarte","Braves",".116",".293","1.46",".308","90","31.0%","71.0%","49.1%","80.4%","90.3%","86.9%","6.4%","40.1%","35.3%","24.7%","19.7%","48.7%","31.6%","84.9","10.8","1.3%","18.9%","3.0","4922"
"Jason Kipnis","Indians",".158",".258","0.75",".308","89","28.3%","62.1%","42.7%","66.1%","90.1%","81.0%","8.1%","39.3%","36.5%","24.2%","19.2%","46.0%","34.8%","86.9","17.8","5.9%","30.6%","2.1","9776"
"Matt Wieters","Nationals",".136",".261","0.75",".308","89","28.7%","70.8%","45.4%","73.0%","90.6%","83.9%","7.3%","39.4%","36.8%","23.8%","19.7%","46.1%","34.2%","87.1","18.5","4.1%","33.7%","0.4","4298"
"Trey Mancini","Orioles",".174",".285","2.06",".308","91","34.4%","70.4%","49.6%","63.5%","81.8%","74.4%","12.7%","38.0%","35.7%","26.3%","20.3%","46.1%","33.6%","89.9","5.2","10.6%","42.2%","-0.3","15149"
"Jake Bauers","Rays",".183",".252","1.21",".308","96","24.3%","63.9%","40.3%","59.7%","80.1%","72.7%","11.0%","51.1%","30.0%","18.9%","15.0%","44.5%","40.5%","87.6","12.1","6.6%","31.3%","0.7","15194"
"Marcus Semien","Athletics",".133",".296","1.03",".307","96","26.2%","67.1%","43.8%","67.2%","88.3%","81.1%","8.3%","46.7%","30.6%","22.7%","18.4%","49.0%","32.5%","86.8","15.5","4.3%","32.0%","3.8","12533"
"Tucker Barnhart","Reds",".124",".291","1.46",".307","89","28.8%","69.0%","45.4%","66.2%","90.9%","81.7%","8.3%","44.3%","31.9%","23.8%","13.2%","48.4%","38.4%","87.1","12.4","2.7%","30.3%","-0.4","10200"
"Austin Romine","Yankees",".174",".292","1.51",".307","93","37.0%","66.6%","49.4%","60.3%","88.5%","76.3%","11.7%","27.4%","39.7%","33.0%","17.9%","46.4%","35.8%","88.6","9.6","5.0%","38.0%","1.3","5491"
"Brandon Crawford","Giants",".139",".303","1.42",".306","94","32.6%","77.8%","52.1%","58.6%","81.7%","73.5%","13.8%","33.1%","37.9%","29.0%","18.6%","45.2%","36.2%","87.5","11.3","3.4%","33.1%","2.0","5343"
"Russell Martin","Blue Jays",".131",".234","1.47",".305","91","14.4%","59.2%","34.3%","55.1%","83.7%","77.0%","7.9%","40.6%","39.6%","19.8%","22.7%","47.3%","30.0%","90.6","10.1","4.8%","43.0%","1.2","4616"
"Brett Gardner","Yankees",".132",".272","1.46",".305","91","21.7%","53.4%","36.0%","75.3%","93.7%","87.6%","4.5%","36.1%","37.3%","26.6%","19.4%","53.0%","27.5%","88.0","9.4","2.3%","32.9%","2.6","9927"
"Albert Almora Jr.","Cubs",".092",".337","1.74",".305","89","41.9%","70.7%","54.3%","63.8%","87.9%","77.3%","12.3%","38.2%","32.2%","29.5%","23.3%","49.3%","27.4%","86.6","8.3","1.1%","27.4%","1.1","14109"
