"Name","Team","ISO","BABIP","GB/FB","wOBA","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","EV","LA","Barrel%","HardHit%","WAR","playerid"
"Caleb Joseph","Orioles",".102",".282","1.05",".251","53","37.0%","69.2%","51.2%","60.4%","87.7%","76.7%","11.9%","38.2%","33.2%","28.6%","15.6%","60.3%","24.1%","85.2","12.8","1.0%","29.1%","-0.4","7087"
"Rajai Davis","Indians",".056",".291","1.50",".251","50","35.4%","74.4%","52.1%","58.1%","88.9%","77.0%","12.0%","29.4%","37.9%","32.7%","30.7%","42.5%","26.8%","84.2","9.6","1.3%","26.8%","-0.2","3708"
"Chris Owings","Diamondbacks",".096",".265","1.03",".250","52","35.0%","69.2%","50.0%","62.3%","85.9%","76.6%","11.7%","37.0%","33.2%","29.8%","17.8%","43.3%","38.9%","87.8","13.4","5.3%","33.7%","-0.7","10030"
"Lewis Brinson","Marlins",".139",".257","1.66",".248","56","37.5%","72.3%","52.8%","53.8%","76.4%","67.4%","17.2%","44.7%","36.7%","18.6%","18.9%","42.4%","38.6%","89.5","7.5","8.7%","38.9%","-1.0","14352"
"Jarrod Dyson","Diamondbacks",".068",".216","1.48",".244","48","23.4%","58.9%","39.6%","74.5%","89.7%","84.9%","6.0%","39.8%","36.9%","23.3%","21.0%","56.3%","22.7%","85.3","11.0","1.7%","19.3%","0.3","4866"
"Dixon Machado","Tigers",".084",".249","1.35",".244","49","27.9%","64.1%","44.7%","63.8%","90.5%","81.6%","8.2%","43.4%","35.4%","21.1%","16.0%","52.0%","32.0%","85.7","11.0","3.4%","25.7%","-0.1","11472"
"Jeff Mathis","Diamondbacks",".072",".292","0.96",".243","48","27.0%","67.4%","43.9%","52.6%","79.8%","70.1%","13.1%","43.9%","33.3%","22.7%","15.9%","43.9%","40.2%","87.6","15.4","2.3%","33.3%","0.9","3448"
"Christian Vazquez","Red Sox",".076",".237","1.17",".240","42","34.7%","66.9%","48.9%","75.0%","94.6%","86.9%","6.4%","33.2%","31.8%","35.1%","18.0%","54.5%","27.5%","87.4","13.0","1.9%","28.4%","0.2","9774"
"Chris Davis","Orioles",".128",".237","1.01",".239","44","29.9%","65.0%","45.1%","52.3%","78.3%","68.5%","14.2%","40.8%","32.3%","27.0%","13.1%","50.7%","36.2%","89.3","15.1","9.6%","40.1%","-3.2","9272"
"Roberto Perez","Indians",".095",".257","1.39",".236","40","22.1%","61.7%","39.5%","49.5%","79.6%","70.2%","11.8%","33.1%","43.2%","23.7%","14.4%","44.9%","40.7%","90.8","8.3","5.1%","41.5%","0.0","2900"
"Victor Reyes","Tigers",".066",".277","2.13",".229","38","47.2%","73.9%","58.6%","76.9%","85.7%","81.6%","10.8%","33.9%","33.3%","32.7%","19.6%","45.8%","34.5%","85.4","6.2","1.8%","26.2%","-1.0","15487"
"Sandy Leon","Red Sox",".102",".226","1.00",".227","34","35.0%","64.0%","46.8%","68.5%","86.4%","78.5%","10.1%","44.6%","33.2%","22.3%","21.8%","51.8%","26.4%","84.7","17.0","4.6%","25.8%","0.4","5273"
"Pedro Severino","Nationals",".079",".211","1.06",".221","31","32.8%","68.0%","48.5%","70.0%","84.9%","79.3%","10.0%","48.6%","32.6%","18.8%","22.9%","54.9%","22.2%","83.8","14.3","2.1%","19.4%","-0.7","14523"
